ID,G_parent,parent,type,tissue_collected,D_extracted,days_to_radicle,GR.M2.date,GR.cm.dy,GR.days,total_growth,notes,date,thick.1,thick.2,thick.3,tough.1,tough.2,tough.3,area,wet.g,wet.date,dry.g,dry.date,tmp.ldmc,N_wght_p_GREEN,N_wght_p_DEAD,DD_date_start,PER1_start,PER2_start,Grn.SPAD_start,date_end,PER1_end,PER2_end,Dry.SPAD_end,C_wght_p_GREEN,C_wght_p_DEAD
165_26E_221,165,165_26,F3,y,y,82,,#VALUE!,NA,NA,,9/9/22,0.359,0.421,0.553,62,104,146,42.95,1.79,9/4/22,0.19,9/12/22,0.106145251,3.24,1.67,9/12/22,2946,3063,54.1,10/17/22,2015,2015,2.8,37.5,36.76
172_31D_86,172,172_31,F3,y,y,117,4/4/22,0.2,26,5.2,,5/6/22,0.459,0.512,0.616,64,70,98,33.93,1.44,5/19/22,0.13,5/12/22,0.090277778,3,1.6,5/30/22,3896,4113,46.6,6/7/22,2024,2033,5.5,NA,NA
VILL_GG007_01,NA,GG007,VILL,y,n,7,10/31/22,0.57,25,14.2,,,0.353,0.393,0.499,2,8,16,45.1,1.5,,0.22,,0.146666667,4.882,NA,,NA,NA,NA,,NA,NA,NA,35.093,NA
VILL_GG007_02,NA,GG007,VILL,,,157,11/14/22,0.22,25,5.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.746,NA,,NA,NA,NA,,NA,NA,NA,35.111,NA
VILL_GG007_03,NA,GG007,VILL,y,n,143,10/24/22,0.51,25,12.7,,3/24/23,0.339,0.392,0.558,20,30,52,52.66,1.86,4/2/23,0.22,4/26/23,0.11827957,3.97,1.42,,NA,NA,NA,,NA,NA,NA,37.24,37.26
VILL_GG007_04,NA,GG007,VILL,,,157,11/14/22,0.31,25,7.7,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.169,NA,,NA,NA,NA,,NA,NA,NA,35.717,NA
VILL_GG007_07,NA,GG007,VILL,,,147,11/7/22,0.5,25,12.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.495,1.92,,NA,NA,NA,,NA,NA,NA,36.258,36.79
VILL_GG007_100,NA,GG007,VILL,,,150,11/14/22,0.19,25,4.7,,,0.341,0.395,0.482,34,6,0,NA,NA,,NA,,#DIV/0!,5.035,NA,,2700,2544,41.8,,2006,2013,0.7,35.752,NA
VILL_GG007_101,NA,GG007,VILL,,,150,11/21/22,0.22,25,5.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.068,NA,,2740,2949,40.7,,2062,2063,0.9,36.06,NA
VILL_GG007_102,NA,GG007,VILL,,,152,11/14/22,0.14,25,3.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.149,NA,,2416,2640,41.5,,2009,2011,10.5,34.901,NA
VILL_GG007_104,NA,GG007,VILL,,,152,11/14/22,0.41,25,10.2,,,0.341,0.364,0.48,8,32,54,NA,NA,,NA,,#DIV/0!,4.546,NA,,2595,2704,43.5,,2017,2014,1.1,34.852,NA
VILL_GG007_105,NA,GG007,VILL,,,152,11/21/22,0.22,25,5.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.976,NA,,2597,2568,40.6,,2008,2008,1.3,37.12,NA
VILL_GG007_106,NA,GG007,VILL,,,152,11/21/22,0.34,25,8.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.94,NA,,2917,2804,41.8,,2044,2029,0.4,36.74,NA
VILL_GG007_109,NA,GG007,VILL,,,164,11/28/22,0.17,25,4.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.336,1.084,,2910,2823,35.7,,2008,2010,0.1,36.811,36.582
VILL_GG007_13,NA,GG007,VILL,,,147,10/31/22,0.62,25,15.4,,,0.381,0.416,0.5,46,24,56,NA,NA,,NA,,#DIV/0!,4.724,NA,,2320,2406,44.1,,2010,2009,1.3,35.226,NA
VILL_GG007_15,NA,GG007,VILL,y,n,140,10/24/22,0.57,25,14.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.41,1.51,,NA,NA,NA,,2022,2029,9.2,34.71,34.75
VILL_GG007_17,NA,GG007,VILL,y,n,84,10/10/22,0.82,26,21.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.062,NA,,NA,NA,NA,,NA,NA,NA,38.139,NA
VILL_GG007_18,NA,GG007,VILL,y,n,122,10/10/22,0.63,26,16.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.495,NA,,NA,NA,NA,,NA,NA,NA,35.137,NA
VILL_GG007_19,NA,GG007,VILL,y,n,122,10/10/22,0.53,26,13.8,,3/24/23,0.389,0.393,0.513,42,48,50,67.09,2.43,4/2/23,0.34,4/26/23,0.139917695,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
VILL_GG007_20,NA,GG007,VILL,y,n,124,10/10/22,0.38,26,10,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
VILL_GG007_21,NA,GG007,VILL,,,126,11/7/22,0.21,25,5.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.461,1.3,,NA,NA,39,,2044,2062,1.7,36.822,35.17
VILL_GG007_22,NA,GG007,VILL,y,n,126,10/17/22,0.47,25,11.7,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.717,NA,,2010,NA,NA,NA,NA,NA,NA,36.76,NA
VILL_GG007_24,NA,GG007,VILL,y,n,126,10/17/22,0.41,25,10.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.922,1.012,,2023,NA,NA,NA,NA,NA,NA,33.563,34.198
VILL_GG007_25,NA,GG007,VILL,y,n,126,10/17/22,0.76,25,19.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.555,1.675,,2075,NA,NA,NA,NA,NA,NA,35.182,36.024
VILL_GG007_26,NA,GG007,VILL,y,n,126,10/17/22,0.64,25,16.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.534,NA,,2047,NA,NA,NA,NA,NA,NA,35.628,NA
VILL_GG007_27,NA,GG007,VILL,y,n,129,10/17/22,0.58,25,14.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.511,NA,,2011,NA,NA,NA,NA,NA,NA,36.156,NA
VILL_GG007_28,NA,GG007,VILL,y,n,129,10/17/22,0.49,25,12.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.979,NA,,2047,NA,NA,NA,NA,NA,NA,36.226,NA
VILL_GG007_29,NA,GG007,VILL,y,n,129,10/17/22,0.6,25,15,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,,2027,NA,NA,,2019,2015,NA,NA,NA
VILL_GG007_30,NA,GG007,VILL,y,n,129,10/17/22,0.58,25,14.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.42,NA,,2015,NA,NA,NA,NA,NA,NA,36.188,NA
VILL_GG007_31,NA,GG007,VILL,y,n,129,10/17/22,0.46,25,11.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.411,1.298,,2021,NA,NA,NA,NA,NA,NA,34.189,33.847
VILL_GG007_32,NA,GG007,VILL,y,n,129,10/17/22,0.73,25,18.2,,3/24/23,0.303,0.332,0.429,2,8,0,70.62,2.49,4/2/23,0.35,4/26/23,0.140562249,4.641,1.134,,2053,NA,NA,NA,NA,NA,NA,36.331,37.439
VILL_GG007_33,NA,GG007,VILL,y,n,129,10/17/22,0.63,25,15.8,,3/24/23,0.354,0.369,0.524,0,28,40,62.22,2.37,4/2/23,0.34,4/26/23,0.143459916,4.534,1.883,,2046,NA,NA,NA,NA,NA,NA,34.805,36.237
VILL_GG007_34,NA,GG007,VILL,y,n,129,10/17/22,0.68,25,17.1,,3/24/23,0.377,0.387,0.497,26,28,48,78.61,2.82,4/2/23,0.41,4/26/23,0.145390071,4.353,1.188,,2038,NA,NA,NA,NA,NA,NA,34.828,34.27
VILL_GG007_35,NA,GG007,VILL,y,n,129,10/17/22,0.58,25,14.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.787,NA,,2024,NA,NA,NA,NA,NA,NA,36.364,NA
VILL_GG007_38,NA,GG007,VILL,y,n,133,10/17/22,0.56,25,13.9,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.825,NA,,2034,NA,NA,NA,NA,NA,NA,36.002,NA
VILL_GG007_40,NA,GG007,VILL,y,n,133,10/24/22,0.56,25,13.9,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,1.33,,NA,NA,NA,,2008,2014,6.1,NA,36.27
VILL_GG007_41,NA,GG007,VILL,y,n,133,10/17/22,0.46,25,11.4,,3/24/23,0.351,0.381,0.6,24,20,30,82.46,3.17,4/2/23,0.3,4/26/23,0.094637224,4.45,NA,,2055,NA,NA,NA,NA,NA,NA,35.171,NA
VILL_GG007_42,NA,GG007,VILL,y,n,136,10/24/22,0.64,25,16.1,,3/24/23,0.328,0.369,0.582,20,12,42,73.93,2.62,4/2/23,0.35,4/26/23,0.133587786,3.5,1.15,,NA,NA,NA,,NA,NA,NA,34.66,35.88
VILL_GG007_43,NA,GG007,VILL,y,n,136,10/24/22,0.64,25,15.9,,3/24/23,0.349,0.399,0.552,22,22,30,39.83,1.45,4/2/23,0.18,4/26/23,0.124137931,3.92,NA,,NA,NA,NA,,2018,2024,7.4,36.28,NA
VILL_GG007_45,NA,GG007,VILL,,,136,11/21/22,0.11,25,2.7,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.696,NA,,2958,2942,34.2,,2006,2001,1.7,38.669,NA
VILL_GG007_47,NA,GG007,VILL,,,136,11/7/22,0.62,25,15.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.287,1.14,,NA,NA,44.4,,2067,2049,2.2,36.469,37.11
VILL_GG007_48,NA,GG007,VILL,y,n,136,10/17/22,0.5,25,12.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.896,NA,,2040,NA,NA,NA,NA,NA,NA,35.952,NA
VILL_GG007_49,NA,GG007,VILL,y,n,136,10/24/22,0.53,25,13.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.65,1.16,,NA,NA,NA,,2021,2017,2.1,36.29,36.57
VILL_GG007_50,NA,GG007,VILL,y,n,136,10/24/22,0.42,25,10.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.34,1.55,,NA,NA,NA,,2009,2015,1.7,35.34,35.54
VILL_GG007_53,NA,GG007,VILL,y,n,138,10/24/22,0.6,25,15,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.64,1.53,,NA,NA,NA,,2006,2009,3.3,36.69,36.9
VILL_GG007_54,NA,GG007,VILL,y,n,138,10/24/22,0.6,25,15.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.53,1.24,,NA,NA,NA,,2009,2006,4.3,35.59,35.8
VILL_GG007_55,NA,GG007,VILL,y,n,138,10/31/22,0.7,25,17.5,,,0.353,0.368,0.478,16,20,28,48.68,1.74,,0.24,,0.137931034,5.189,NA,,NA,NA,45.5,,2022,2015,1.5,35.755,NA
VILL_GG007_56,NA,GG007,VILL,y,n,138,10/24/22,0.58,25,14.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.55,NA,,NA,NA,NA,,2042,2022,5.2,36.53,NA
VILL_GG007_57,NA,GG007,VILL,y,n,138,10/24/22,0.6,25,15.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.36,1.22,,NA,NA,NA,,2046,2038,5.6,35.07,35.29
VILL_GG007_58,NA,GG007,VILL,y,n,138,10/31/22,0.38,25,9.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.502,NA,,NA,NA,39,,2006,2011,0.8,36.06,NA
VILL_GG007_60,NA,GG007,VILL,y,n,138,10/24/22,0.54,25,13.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.4,1.02,,NA,NA,NA,,2013,2018,0.9,35.7,36.17
VILL_GG007_61,NA,GG007,VILL,y,n,138,10/24/22,0.6,25,14.9,,3/24/23,0.383,0.414,0.553,20,18,42,41.96,1.72,4/2/23,0.23,4/26/23,0.13372093,3.64,1.24,,NA,NA,NA,,2027,2030,2.3,34.81,35.85
VILL_GG007_62,NA,GG007,VILL,y,n,138,10/31/22,0.71,25,17.7,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.12,NA,,NA,NA,43.5,,2005,2009,1.2,36.102,NA
VILL_GG007_63,NA,GG007,VILL,,,NA,,,NA,NA,,,0.332,0.359,0.542,20,30,46,54.14,1.8,,0.24,,0.133333333,5.104,NA,,NA,NA,42.1,,2018,2019,0.3,35.475,NA
VILL_GG007_64,NA,GG007,VILL,y,n,140,10/31/22,0.68,25,17,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.027,NA,,NA,NA,44.8,,2017,2011,1.9,35.893,NA
VILL_GG007_65,NA,GG007,VILL,y,n,140,10/31/22,0.61,25,15.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.923,NA,,NA,NA,42.6,,2006,2015,1.3,35.281,NA
VILL_GG007_66,NA,GG007,VILL,,,140,11/7/22,0.36,25,9.1,,,0.353,0.384,0.478,42,46,38,71.01,2.51,,0.3,,0.119521912,5.571,1.33,,NA,NA,47.2,,2053,2060,3.5,36.575,36.59
VILL_GG007_68,NA,GG007,VILL,,,140,11/7/22,0.47,25,11.7,,,0.382,0.412,0.519,24,26,28,68.92,2.43,,0.22,,0.090534979,5.175,NA,,NA,NA,44.9,,2076,2062,15.4,36.247,NA
VILL_GG007_70,NA,GG007,VILL,y,n,140,10/31/22,0.53,25,13.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.579,NA,,NA,NA,46.2,,2031,2009,13.3,37.274,NA
VILL_GG007_71,NA,GG007,VILL,y,n,143,10/31/22,0.55,25,13.7,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.666,NA,,NA,NA,42.2,,2005,2023,1.2,35.614,NA
VILL_GG007_72,NA,GG007,VILL,y,n,143,10/31/22,0.6,25,15.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.053,NA,,NA,NA,45.2,,2022,2014,0.9,36.252,NA
VILL_GG007_73,NA,GG007,VILL,y,n,143,10/31/22,0.52,25,13.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.24,NA,,NA,NA,42.9,,2013,2014,2.6,37.264,NA
VILL_GG007_74,NA,GG007,VILL,,,143,11/7/22,0.58,25,14.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.294,1.15,,NA,NA,40.1,,2049,2025,3.8,36.717,36.67
VILL_GG007_75,NA,GG007,VILL,,,143,11/7/22,0.76,25,18.9,,,0.391,0.417,0.537,34,24,66,58.35,2.21,,0.28,,0.126696833,5.172,1.16,,NA,NA,36.7,,2023,2027,0.7,37.164,38.31
VILL_GG007_76,NA,GG007,VILL,y,n,143,10/31/22,0.7,25,17.6,,,0.359,0.373,0.554,16,32,16,48.34,1.75,5/1/23,0.28,,0.16,4.813,NA,,NA,NA,47.7,,2056,2049,3.9,35.583,NA
VILL_GG007_77,NA,GG007,VILL,y,n,143,10/24/22,0.64,25,15.9,,3/24/23,0.368,0.388,0.542,24,50,54,42.66,1.6,4/2/23,0.19,4/26/23,0.11875,3.72,1.59,,NA,NA,NA,,2017,2019,4.9,36.83,37.25
VILL_GG007_78,NA,GG007,VILL,,,143,11/7/22,0.6,25,15.1,,,0.36,0.388,0.481,48,76,60,43.83,1.51,,0.21,,0.139072848,NA,1.13,,NA,NA,43.6,,2094,2037,1.2,NA,36.21
VILL_GG007_79,NA,GG007,VILL,y,n,143,10/31/22,0.62,25,15.4,,,0.39,0.377,0.434,62,30,50,57.98,2.08,,0.33,,0.158653846,5.12,1.251,,NA,NA,49.4,,2049,2030,5.5,35.807,34.27
VILL_GG007_80,NA,GG007,VILL,,,143,11/7/22,0.46,25,11.6,,,0.367,0.37,0.467,2,30,52,44.27,1.66,,0.15,,0.090361446,5.234,NA,,NA,NA,40.6,,2039,2039,8.9,37.583,35.55
VILL_GG007_81,NA,GG007,VILL,,,143,11/7/22,0.78,25,19.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.061,1.43,,NA,NA,40.7,,2052,2070,1.2,35.503,35.83
VILL_GG007_82,NA,GG007,VILL,y,n,143,10/31/22,0.7,25,17.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.352,1.149,,NA,NA,43.9,,2011,2010,2.4,36.004,35.656
VILL_GG007_83,NA,GG007,VILL,y,n,143,10/31/22,0.58,25,14.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.734,NA,,NA,NA,43.6,,2008,2017,1.6,35.536,NA
VILL_GG007_85,NA,GG007,VILL,,,143,11/7/22,0.74,25,18.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.461,1.39,,NA,NA,NA,,2014,2022,NA,37.055,37.93
VILL_GG007_86,NA,GG007,VILL,,,143,11/7/22,0.61,25,15.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.809,1.62,,NA,NA,47.7,,2055,2086,7.6,32.433,36.61
VILL_GG007_87,NA,GG007,VILL,,,143,11/7/22,0.61,25,15.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.011,1.11,,NA,NA,42.5,,2038,2051,4,36.106,36.45
VILL_GG007_88,NA,GG007,VILL,y,n,143,10/24/22,0.45,25,11.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.51,NA,,NA,NA,NA,,2009,2019,1.3,34.4,NA
VILL_GG007_89,NA,GG007,VILL,y,n,143,10/31/22,0.66,25,16.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.954,1.176,,NA,NA,45.5,,2013,2010,1.4,35.136,33.658
VILL_GG007_90,NA,GG007,VILL,,,145,11/7/22,0.34,25,8.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.448,2.5,,NA,NA,47.6,,2060,2052,26,37.189,37.19
VILL_GG007_91,NA,GG007,VILL,,,145,11/7/22,0.4,25,10,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.772,NA,,NA,NA,46.4,,2053,2034,9.1,34.988,NA
VILL_GG007_92,NA,GG007,VILL,,,145,11/7/22,0.53,25,13.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.118,1.27,,NA,NA,43.6,,2075,2098,7.1,34.706,35.7
VILL_GG007_93,NA,GG007,VILL,,,145,11/14/22,0.11,25,2.8,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,,2492,2503,40.9,,2008,2008,0.3,NA,NA
VILL_GG007_94,NA,GG007,VILL,,,145,11/14/22,0.53,25,13.3,,,0.381,0.437,0.571,32,28,44,NA,NA,,NA,,#DIV/0!,4.502,NA,,2719,2591,39,,2032,2025,0.4,34.814,NA
VILL_GG007_96,NA,GG007,VILL,,,145,11/7/22,0.35,25,8.7,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,5.311,NA,,NA,NA,43.5,,2029,2031,4.4,37.255,NA
VILL_GG007_97,NA,GG007,VILL,,,150,11/28/22,0.22,25,5.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.774,NA,,2994,2857,39.3,,2013,2002,0.6,36.787,NA
VILL_GG007_98,NA,GG007,VILL,,,150,11/21/22,0.16,25,3.9,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.198,NA,,2835,2840,41.9,,2009,2008,0.4,36.813,NA
VILL_GG007_99,NA,GG007,VILL,,,150,11/14/22,0.17,25,4.2,,,0.352,0.397,0.507,52,36,60,NA,NA,,NA,,#DIV/0!,4.5,1.46,,2612,2844,48.2,,2071,2047,1.9,34.486,32.756
ALLE_JG_007_01,NA,JG_007,ALLE,y,n,14,5/9/22,0.17,26,4.3,,6/17/22,0.467,0.549,0.652,54,168,202,55.36,2.77,6/23/22,0.29,6/27/22,0.104693141,4.582,NA,7/4/22,3449,3353,60.1,8/8/22,2014,2015,44.7,38.997,NA
ALLE_JG_007_03,NA,JG_007,ALLE,y,n,17,5/16/22,0.27,26,7.1,,6/29/22,0.443,0.521,0.639,96,152,120,62.6,3.07,6/11/22,0.41,7/15/22,0.133550489,2.63,2.19,7/11/22,2520,2527,55.6,8/5/22,2009,2006,43.1,38.3,39.59
ALLE_JG_007_04,NA,JG_007,ALLE,y,n,17,5/30/22,0.39,26,10.1,check datasheets for end data/qc all that cohort data,7/15/22,0.379,0.45,0.598,102,146,190,35.89,1.61,7/16/22,0.17,7/29/22,0.105590062,2.58,1.98,7/25/22,3331,3390,41.8,,NA,NA,NA,NA,37.25
ALLE_JG_007_05,NA,JG_007,ALLE,y,n,17,5/16/22,0.3,26,7.8,,6/29/22,0.439,0.487,0.551,89,120,130,56.33,2.73,6/11/22,0.31,7/15/22,0.113553114,4.295,2.458,7/11/22,2388,2368,57.1,7/29/22,2027,2037,44.7,39.779,39.965
ALLE_JG_007_07,NA,JG_007,ALLE,y,n,19,5/9/22,0.17,26,4.3,,6/17/22,0.431,0.487,0.603,64,28,138,40.12,1.73,6/23/22,0.19,6/27/22,0.10982659,3.17,2.79,7/4/22,2673,2573,35,7/29/22,2017,2010,30.4,40.86,42.76
ALLE_JG_007_08,NA,JG_007,ALLE,y,n,19,5/16/22,0.22,26,5.6,,6/17/22,0.472,0.527,0.672,62,118,170,37.23,1.48,6/11/22,0.15,7/15/22,0.101351351,3.28,2.29,7/11/22,2477,2525,51.2,8/1/22,2040,2044,32.6,39.55,39.74
ALLE_JG_007_09,NA,JG_007,ALLE,y,n,21,5/16/22,0.2,26,5.2,,6/17/22,0.418,0.483,0.629,82,116,168,60.13,2.67,6/11/22,0.26,6/15/22,0.097378277,3.968,2.042,7/11/22,2566,2581,59.6,8/15/22,1996,2003,34.4,38.965,38.58
ALLE_JG_007_10,NA,JG_007,ALLE,y,n,21,5/16/22,0.24,26,6.2,,6/29/22,0.442,0.511,0.622,84,108,128,34,1.45,6/11/22,0.17,7/15/22,0.117241379,3.61,2.45,7/11/22,2689,2780,60.3,8/8/22,2006,2008,43,39.7,39.66
ALLE_JG_007_11,NA,JG_007,ALLE,y,n,24,5/30/22,0.42,26,11,,7/14/22,0.441,0.498,0.678,96,112,202,88.95,4.4,7/16/22,0.49,7/21/22,0.111363636,NA,NA,7/25/22,2626,2620,46.1,8/19/22,2013,2009,33.3,NA,NA
ALLE_JG_007_12,NA,JG_007,ALLE,y,n,24,5/30/22,0.46,26,12,,7/14/22,0.417,0.507,0.672,98,102,180,52.02,2.38,7/16/22,0.22,7/21/22,0.092436975,3.63,2.94,7/25/22,3186,3209,60.3,8/26/22,2006,2005,44,38.91,38.89
ALLE_JG_007_14,NA,JG_007,ALLE,y,n,24,5/30/22,0.6,26,15.6,,7/14/22,0.417,0.492,0.678,86,126,172,27.54,1.15,7/16/22,0.11,7/21/22,0.095652174,4.523,2.327,7/25/22,2700,2535,50.2,8/15/22,2015,2019,24,37.196,37.459
ALLE_JG_007_17,NA,JG_007,ALLE,y,n,NA,5/30/22,0.3,26,7.7,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.784,2.438,7/25/22,3187,3174,54.1,8/15/22,2009,2010,42.3,39.299,38.736
ALLE_JG_007_17,NA,JG_007,ALLE,,,NA,,#VALUE!,NA,NA,,7/14/22,0.424,0.499,0.612,84,120,180,58.88,2.65,7/16/22,0.21,7/21/22,0.079245283,4.784,2.438,,NA,NA,NA,,NA,NA,NA,39.299,38.736
ALLE_JG_007_18,NA,JG_007,ALLE,y,n,40,6/13/22,0.44,26,11.4,same F'ed up cohort - check datasheets ,8/7/22,0.454,0.489,0.61,70,86,98,42.9,2,8/5/22,0.19,8/10/22,0.095,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
ALLE_JG_007_18,NA,JG_007,ALLE,y,n,40,6/20/22,0.37,26,9.6,same F'ed up cohort - check datasheets ,8/15/22,0.435,0.478,0.682,92,114,162,70.81,3.46,8/13/22,0.43,8/17/22,0.124277457,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
ALLE_JG_007_13,NA,JG007,ALLE,,,24,5/30/22,0.36,26,9.3,same F'ed up cohort - check datasheets ,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA
ALLE_JH229_01,NA,JH229,ALLE,y,n,14,6/20/22,0.47,26,12.3,,8/15/22,0.451,0.523,0.749,88,104,182,45.59,2.07,8/13/22,0.22,8/17/22,0.106280193,3.99,2.35,8/15/22,3004,2892,53,9/12/22,2082,2057,28.3,36.395,36.733
ALLE_JH229_02,NA,JH229,ALLE,y,n,14,6/20/22,0.31,26,8,,8/15/22,0.423,0.511,0.646,62,120,150,57.01,2.81,8/13/22,0.27,8/17/22,0.096085409,4.57,NA,8/15/22,3839,3727,44.7,10/7/22,2029,2022,37.8,37.84,NA
ALLE_JH229_02,NA,JH229,ALLE,y,n,14,6/20/22,0.31,26,8,,8/15/22,0.423,0.511,0.646,62,120,150,57.01,2.81,8/13/22,0.27,8/17/22,0.096085409,NA,2.4,8/15/22,3839,3727,44.7,10/7/22,2029,2022,37.8,37.84,NA
ALLE_JH229_04,NA,JH229,ALLE,y,n,17,6/20/22,0.42,26,10.8,,8/15/22,0.411,0.495,0.565,66,114,160,31.52,1.42,8/13/22,0.13,8/17/22,0.091549296,4.341,1.794,8/15/22,2928,3023,43.7,9/12/22,2056,2037,29.4,36.735,30.535
ALLE_JH229_07,NA,JH229,ALLE,y,n,17,6/20/22,0.32,26,8.2,,8/15/22,0.389,0.485,0.634,98,116,148,28.49,1.37,8/13/22,0.14,8/17/22,0.102189781,3.726,1.748,8/15/22,2602,2512,56,9/26/22,2009,2010,42.2,37.422,37.841
ALLE_JH229_09,NA,JH229,ALLE,y,n,19,6/20/22,0.43,26,11.3,,8/15/22,0.421,0.495,0.582,82,124,164,55.23,2.5,8/13/22,0.27,8/17/22,0.108,3.916,2.048,8/15/22,2479,2404,49.8,9/9/22,2075,2046,34.8,37.27,37.294
ALLE_JH229_10,NA,JH229,ALLE,,,NA,,#VALUE!,NA,NA,,8/15/22,0.401,0.469,0.602,62,96,154,42.32,2.16,8/13/22,0.2,8/17/22,0.092592593,4.316,2.813,,NA,NA,NA,,NA,NA,NA,36.649,37.532
