ID,G_parent,parent,type,tissue_collected,D_extracted,days_to_radicle,GR.M2.date,GR.cm.dy,GR.days,total_growth,notes,date,thick.1,thick.2,thick.3,tough.1,tough.2,tough.3,area,wet.g,wet.date,dry.g,dry.date,tmp.ldmc,N_wght_p_GREEN,N_wght_p_DEAD,DD_date_start,PER1_start,PER2_start,Grn.SPAD_start,date_end,PER1_end,PER2_end,Dry.SPAD_end,C_wght_p_GREEN,C_wght_p_DEAD
165_16C_52,165,165_16,F3,y,y,14,8/1/22,0.78,25,19.5,,9/28/22,0.414,0.455,0.57,94,126,164,44.04,2.21,9/27/22,0.16,10/5/22,0.07239819,2.83,1.7,9/26/22,2471,2430,55.1,10/17/22,2032,2029,26.4,38.41,38.13
165_16C_54,165,165_16,F3,y,y,14,8/1/22,0.57,25,14.2,,9/28/22,0.388,0.488,0.658,78,134,174,43.3,2.08,9/27/22,0.19,10/5/22,0.091346154,3.29,2.28,9/26/22,2629,2719,66,10/21/22,2025,2029,38.9,39.27,39.26
165_16C_56,165,165_16,F3,y,y,23,8/1/22,0.5,25,12.6,,9/28/22,0.361,0.405,0.519,84,88,128,108.17,4.49,9/27/22,0.39,10/5/22,0.086859688,3.06,1.85,9/26/22,2793,2805,49,10/21/22,2051,2042,25.2,37.76,38.74
165_16C_59,165,165_16,F3,y,y,23,8/15/22,0.73,25,18.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,2.71,1.47,10/3/22,2395,2371,53.9,10/24/22,2010,2011,15.7,38.97,38.78
165_16C_60,165,165_16,F3,y,y,25,8/1/22,0.82,25,20.6,,9/28/22,0.346,0.377,0.51,64,70,96,43.27,2.04,9/27/22,0.2,10/5/22,0.098039216,3.05,2.12,9/26/22,2820,2826,55.7,10/24/22,2008,2006,17.2,37.44,36.75
165_16C_61,165,165_16,F3,y,y,18,8/1/22,0.66,25,16.4,,9/28/22,0.374,0.427,0.654,62,82,118,71,2.87,9/27/22,0.27,10/5/22,0.094076655,2.97,1.5,9/26/22,2461,2554,60.5,10/21/22,2015,2021,28.4,38.42,35.71
165_16C_63,165,165_16,F3,y,y,23,8/1/22,1.04,25,25.9,,9/28/22,0.379,0.4,0.603,92,124,144,40.46,1.76,9/27/22,0.19,10/5/22,0.107954545,3.33,1.85,9/26/22,2483,2406,64.7,10/21/22,2014,2006,27,39.8,39.3
165_16C_66,165,165_16,F3,y,y,32,8/22/22,0.71,25,17.7,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.839,1.102,11/4/22,3296,3110,51.3,11/28/22,2046,2042,6.4,36.661,34.509
165_19_09,165,165_19,F3,y,y,47,11/21/22,0.06,25,1.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.202,NA,1/23/23,2793,2750,40.2,3/24/23,2010,2013,10.4,NA,37.807
165_19_12,165,165_19,F3,y,y,56,10/31/22,0.44,25,11,"KEEP this OR 165_19_11 and sequence if possible, even though Dry-down lost to leak - really valuable transgressive germition genotypes.",,0.307,0.333,0.477,36,32,44,NA,NA,,NA,,#DIV/0!,5.116,2.015,,NA,NA,53.5,,2003,2001,32.9,37.054,34.854
165_19_13,165,165_19,F3,y,y,63,11/7/22,0.12,25,3,,4/7/23,0.397,0.489,0.607,50,32,64,108.12,5.01,,0.71,,0.141716567,5.5,2.3,12/9/23,2900,2796,49.8,2/17/23,2065,2057,9,38.126,35.86
165_19_14,165,165_19,F3,y,y,68,11/21/22,0.18,25,4.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,1/23/23,2652,2664,37.9,3/3/23,2063,2048,6,NA,NA
165_19_15,165,165_19,F3,y,y,68,11/21/22,0.18,25,4.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.368,1.536,1/23/23,2918,2889,50.2,3/10/23,2010,2008,6.4,40.09,36.959
165_19_16,165,165_19,F3,y,y,68,11/28/22,0.1,25,2.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.689,1.737,1/30/23,2476,2481,50.7,3/17/23,2013,2014,14.2,37.984,36.957
165_19_18,165,165_19,F3,y,y,72,11/21/22,0.18,25,4.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.69,NA,1/23/23,2735,2675,54.1,3/6/23,1980,1991,10.2,NA,NA
165_19_19,165,165_19,F3,y,y,72,11/14/22,0.27,25,6.7,,,0.379,0.42,0.522,40,76,78,NA,NA,,NA,,#DIV/0!,4.268,0.834,1/9/23,2510,2550,44.9,2/17/23,2031,2046,5.5,34.963,19.882
165_19_23,165,165_19,F3,y,y,79,11/21/22,0.33,25,8.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.907,1.471,1/23/23,2876,2836,56.8,3/3/23,2005,2008,7.4,37.837,37.398
165_19_27,165,165_19,F3,y,y,89,11/28/22,0.22,25,5.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.986,1.434,1/30/23,2441,2505,43.8,3/24/23,2001,2003,0.4,37.257,36.512
165_25_03,165,165_25,F3,y,y,14,7/18/22,0.48,26,12.6,,9/9/22,0.388,0.458,0.612,32,42,96,41.38,0.97,9/4/22,0.12,9/12/22,0.12371134,3.72,2.56,9/12/22,3413,3528,58.6,10/17/22,2006,2008,19.4,40.59,40.37
165_25_04,165,165_25,F3,y,y,14,7/4/22,0.44,26,11.5,,8/29/22,0.382,0.487,0.614,80,100,120,16.64,0.71,8/27/22,0.08,8/31/22,0.112676056,3.96,2.76,8/29/22,2917,2774,69.8,10/7/22,2018,2009,32.4,40.65,39.67
165_25_06,165,165_25,F3,y,y,14,7/4/22,0.34,26,8.9,,8/29/22,0.345,0.358,0.411,60,64,96,58.92,2.16,8/27/22,0.23,8/31/22,0.106481481,4.13,3.06,8/29/22,3284,3742,73.3,10/7/22,2052,2024,36.6,38.86,37.97
165_25_07,165,165_25,F3,y,y,14,7/4/22,0.26,26,6.7,,8/29/22,0.362,0.41,0.543,36,54,78,20.49,0.66,8/27/22,0.05,8/31/22,0.075757576,3.67,3.74,8/29/22,2957,2937,63.4,10/3/22,2031,2019,18.9,38.45,47.27
165_25_08,165,165_25,F3,y,y,14,7/4/22,0.58,26,15.2,,8/29/22,0.356,0.481,0.584,74,118,128,60.02,2.3,8/27/22,0.26,8/31/22,0.113043478,3.59,2.38,8/29/22,3390,3399,65.9,9/26/22,2051,2055,21.7,37.77,35.3
165_25_09,165,165_25,F3,y,y,14,7/4/22,0.66,26,17.2,,8/29/22,0.368,0.417,0.569,78,96,148,39.55,1.33,8/27/22,0.13,8/31/22,0.097744361,NA,2.72,8/29/22,2903,2926,59.1,9/23/22,2042,2014,39,NA,38.66
165_25_10,165,165_25,F3,y,y,14,7/4/22,0.33,26,8.5,,8/29/22,0.358,0.419,0.544,118,122,134,40.61,1.5,8/27/22,0.14,8/31/22,0.093333333,NA,3.22,8/29/22,3439,3568,60.6,10/7/22,2009,2013,23.7,NA,39.47
165_25_11,165,165_25,F3,y,y,14,7/18/22,0.45,26,11.7,,9/9/22,0.36,0.402,0.57,76,88,162,28.03,1.11,9/4/22,0.12,9/12/22,0.108108108,3.46,2.68,9/12/22,3577,3437,57,10/28/22,2001,2009,43.8,40.65,39.71
165_25_13,165,165_25,F3,y,y,14,7/4/22,0.67,26,17.4,,8/29/22,0.32,0.352,0.47,56,84,108,33.71,1.16,8/27/22,0.11,8/31/22,0.094827586,4.4,3.17,8/29/22,3553,3574,61.3,10/10/22,2023,2021,16.1,39.61,39.05
165_25_14,165,165_25,F3,y,y,16,7/18/22,0.89,26,23.2,,9/9/22,0.29,0.417,0.618,52,62,158,19.36,0.72,9/4/22,0.11,9/12/22,0.152777778,3.73,3.64,9/12/22,3942,3175,54.9,11/4/22,2006,2006,11.5,39.82,41.91
165_25_16,165,165_25,F3,y,y,16,7/28/22,0.83,28,23.3,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,NA,NA,9/19/22,3006,2824,63.2,10/14/22,2094,2084,4.1,NA,NA
165_25_17,165,165_25,F3,y,y,16,7/11/22,0.7,26,18.3,,9/5/22,0.317,0.352,0.52,28,70,86,25.96,1.12,9/4/22,0.1,9/9/22,0.089285714,3.62,2.85,9/5/22,2652,2748,56.3,9/26/22,2042,2041,24,37.68,36.83
165_25_18,165,165_25,F3,y,y,16,7/18/22,0.5,26,13,,9/9/22,0.349,0.407,0.557,30,46,110,34.79,1.34,9/4/22,0.16,9/12/22,0.119402985,3.13,2.66,9/12/22,2748,2720,59.3,10/28/22,2009,2009,13.1,38.53,45.13
165_25_20,165,165_25,F3,y,y,18,7/18/22,0.37,26,9.5,,9/9/22,0.384,0.432,0.573,58,78,100,22.36,1.12,9/4/22,0.11,9/12/22,0.098214286,3.53,1.89,9/12/22,2919,2882,57.2,10/17/22,2019,2008,4.4,39.4,38.53
165_25_21,165,165_25,F3,y,y,18,7/18/22,0.63,26,16.4,,9/9/22,0.316,0.349,0.468,40,62,112,37.11,1.3,9/4/22,0.12,9/12/22,0.092307692,4.17,2.85,9/12/22,2942,3128,61.1,11/4/22,2000,2006,22.7,39.8,39.11
165_25_22,165,165_25,F3,y,y,21,7/28/22,0.44,28,12.3,,9/16/22,0.399,0.427,0.622,70,80,162,32.02,1.48,,0.14,9/27/22,0.094594595,3.78,2.42,9/19/22,2976,2954,65.4,10/21/22,2010,2023,31.5,39.72,39.12
165_25_23,165,165_25,F3,y,y,21,7/18/22,0.64,26,16.6,,9/9/22,0.321,0.376,0.516,36,90,106,32.98,1.08,9/4/22,0.09,9/12/22,0.083333333,4.36,2.01,9/12/22,2849,2855,49.1,10/17/22,2008,2011,14.9,45.52,36.97
165_25_24,165,165_25,F3,y,y,21,7/18/22,0.28,26,7.4,,9/9/22,0.299,0.382,0.458,20,44,62,31.96,1.21,9/4/22,0.12,9/12/22,0.099173554,3.15,2.73,9/12/22,3018,3223,51.9,11/4/22,2008,2009,29.8,39.12,39.3
165_25_26,165,165_25,F3,y,y,28,7/28/22,0.43,28,12,,9/16/22,0.378,0.468,0.605,72,102,132,20.37,0.74,,0.08,9/27/22,0.108108108,3.37,1.58,9/19/22,3449,3405,53.4,10/21/22,2060,2086,5.8,37.72,36.18
165_25_27,165,165_25,F3,y,y,28,7/28/22,0.53,28,14.8,,9/16/22,0.411,0.49,0.693,54,76,144,NA,NA,,NA,9/27/22,#VALUE!,2.84,1.43,9/19/22,3115,2876,45.6,10/21/22,2114,2095,10.1,37.43,36.23
165_25_28,165,165_25,F3,y,y,35,7/28/22,0.52,28,14.5,,9/16/22,0.399,0.458,0.641,58,74,164,14.96,1.06,,0.08,9/27/22,0.075471698,2.5,1.74,9/19/22,3437,3140,63.2,10/17/22,2196,2186,55.8,38.92,39.17
165_25B_31,165,165_25,F3,y,y,7,8/1/22,0.72,25,18,,9/28/22,0.344,0.389,0.67,54,80,168,22.3,0.99,9/27/22,0.09,10/5/22,0.090909091,3.04,2.94,9/26/22,2520,2626,48.1,10/21/22,2024,2017,39.6,38.05,39.13
165_25B_34,165,165_25,F3,y,y,14,8/1/22,0.76,25,19.1,,9/28/22,0.331,0.364,0.44,70,84,116,28.63,1.11,9/27/22,0.15,10/5/22,0.135135135,2.69,1.93,9/26/22,2282,2281,55,10/21/22,2030,2041,18.2,39.02,38.23
165_25B_40,165,165_25,F3,y,y,21,8/15/22,0.52,25,13,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.15,2.07,10/3/22,2602,2602,58.3,10/28/22,2001,2006,18.3,37.23,37.01
165_25B_41,165,165_25,F3,y,y,26,8/22/22,0.7,25,17.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.689,1.886,11/4/22,2841,2980,47.1,11/28/22,2125,2117,11.2,35.757,34.62
165_25B_42,165,165_25,F3,y,y,26,8/22/22,0.91,25,22.8,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.026,1.273,11/4/22,2991,2969,42.9,11/25/22,2046,2044,5,36.181,34.153
165_25B_45,165,165_25,F3,y,y,31,8/22/22,0.66,25,16.5,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.031,1.81,11/4/22,2672,2780,43.8,11/28/22,2022,2027,14.2,37.366,35.001
165_25B_46,165,165_25,F3,y,y,31,8/22/22,0.74,25,18.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.044,1.109,11/4/22,2876,2922,47.8,11/25/22,2057,2044,5.2,35.495,32.875
165_25B_47,165,165_25,F3,y,y,31,8/22/22,0.65,25,16.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.307,1.424,11/4/22,2720,2731,49.3,11/28/22,2041,2025,20.2,35.975,33.64
165_25B_49,165,165_25,F3,y,y,31,8/22/22,0.9,25,22.6,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.23,1.9,11/4/22,2704,2662,41.8,12/5/22,2014,2023,7.2,36.43,35.36
165_25B_50,165,165_25,F3,y,y,31,8/22/22,0.52,25,13.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.755,2.451,11/4/22,2888,2924,58.2,11/21/22,2184,2162,50.9,36.513,36.563
165_25B_51,165,165_25,F3,y,y,33,8/22/22,0.9,25,22.4,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,3.568,2.072,11/4/22,2793,2735,43.8,11/18/22,2087,2053,20.7,36.326,33.325
165_25B_53,165,165_25,F3,y,y,35,8/22/22,0.92,25,23,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,2.6,1.6,11/4/22,3170,3193,46.6,12/5/22,2108,2105,7,37.75,35.77
165_25B_57,165,165_25,F3,y,y,124,11/21/22,0.13,25,3.2,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,4.484,2.652,1/23/23,2861,3182,42.6,3/17/23,2011,2003,18.2,38.639,36.951
165_26_01,165,165_26,F3,y,y,7,2/16/22,0.36,14,5,,3/18/22,0.394,0.413,0.464,66,58,58,29.38,1.32,4/4/22,0.12,4/7/22,0.090909091,3.37,2.77,4/18/22,3985,3920,43.7,5/23/22,2010,2008,32.6,38.92,38.07
165_26_05,165,165_26,F3,y,y,10,2/16/22,0.32,14,4.5,,3/18/22,0.391,0.456,0.578,66,88,64,42.67,1.86,4/4/22,0.16,4/7/22,0.086021505,2.99,2.35,4/18/22,2926,2748,57.7,5/20/22,2029,2022,6.7,38.68,37.93
165_26_06,165,165_26,F3,y,y,10,2/16/22,0.39,14,5.4,,3/18/22,0.413,0.461,0.549,88,110,120,27.87,1.06,4/4/22,0.12,4/7/22,0.113207547,NA,NA,4/18/22,3090,3002,64.3,5/27/22,2023,2023,36.5,NA,NA
165_26_07,165,165_26,F3,y,y,10,2/16/22,0.44,14,6.2,,3/18/22,0.401,0.478,0.558,54,62,80,42.15,1.7,4/4/22,0.14,4/7/22,0.082352941,3.35,2.42,4/18/22,2845,3003,49.3,5/16/22,2049,2039,18.9,38.07,37.35
165_26_09,165,165_26,F3,y,y,10,2/16/22,0.27,14,3.8,,3/18/22,0.401,0.436,0.578,84,84,104,24.18,1.01,4/4/22,0.14,4/7/22,0.138613861,2.78,1.97,4/18/22,3476,3123,51.5,5/27/22,2051,2039,4.7,41.17,40.36
165_26_103,165,165_26,F3,y,y,38,3/16/22,0.26,21,5.4,,4/22/22,0.442,0.505,0.673,74,104,192,41.23,1.49,5/8/22,0.17,5/12/22,0.11409396,2.23,2.39,5/16/22,3332,3163,62.7,6/11/22,2024,2022,31.8,41.77,41.62
165_26_116,165,165_26,F3,y,y,40,3/24/22,0.3,22,6.7,,4/29/22,0.472,0.557,0.664,102,140,148,49.14,2.01,5/8/22,0.24,5/12/22,0.119402985,3.3,2.92,5/23/22,3452,3696,66.2,6/17/22,2018,2033,42.2,41.62,41.02
165_26_117,165,165_26,F3,y,y,40,3/23/22,0.43,21,9,,4/29/22,0.436,0.518,0.606,66,96,148,79.79,3.47,5/8/22,0.33,5/12/22,0.095100865,3.01,2.72,5/23/22,3010,3072,54,6/17/22,2019,2027,34,40.69,40.2
165_26_223,165,165_26,F3,y,y,133,7/18/22,0.48,26,12.4,,9/9/22,0.387,0.432,0.53,94,128,108,36.27,1.58,9/4/22,0.19,9/12/22,0.120253165,3.63,2.32,9/12/22,2956,2887,69.8,10/17/22,2084,2098,37.2,38.75,38.51
165_26_27,165,165_26,F3,y,y,NA,2/23/22,0.25,14,3.5,,4/1/22,0.473,0.545,0.617,84,98,168,53.89,2.48,4/5/22,0.29,4/8/22,0.116935484,3.1,NA,4/27/22,3184,2094,53.3,6/3/22,2005,2006,17.7,40.85,NA
165_26_28,165,165_26,F3,y,y,14,2/16/22,0.45,14,6.3,,3/18/22,0.407,0.492,0.603,66,78,110,37.75,1.49,4/4/22,0.19,4/7/22,0.127516779,3.22,2.71,4/18/22,2697,2659,65.3,5/20/22,2027,2024,18.1,40.9,40.26
165_26_29,165,165_26,F3,y,y,14,2/16/22,0.24,14,3.4,,3/18/22,0.388,0.454,0.596,48,76,104,28.18,1.04,4/4/22,0.1,4/7/22,0.096153846,3.18,2.07,4/18/22,3107,2928,52.5,5/13/22,2057,2047,14.9,38.65,37.51
165_26_30,165,165_26,F3,y,y,14,2/16/22,0.32,14,4.5,,3/18/22,0.444,0.482,0.599,86,62,94,45.02,1.79,4/4/22,0.17,4/7/22,0.094972067,3.19,2.64,4/18/22,3555,3445,62.2,5/13/22,2084,2068,42.4,39.95,38.22
165_26_31,165,165_26,F3,y,y,10,2/16/22,0.42,14,5.9,,3/18/22,0.403,0.418,0.532,66,88,108,29.06,1.19,4/4/22,0.13,4/7/22,0.109243697,3.06,2.5,4/18/22,2952,2872,53.5,5/27/22,2017,2021,9.5,41.22,39.91
165_26_32,165,165_26,F3,y,y,14,2/16/22,0.31,14,4.3,,3/18/22,0.423,0.471,0.627,84,70,96,55.07,2.39,4/4/22,0.21,4/7/22,0.087866109,3.01,2.35,4/18/22,3277,3182,63,5/20/22,2024,2021,29.1,40.14,40.92
165_26_35,165,165_26,F3,y,y,14,2/16/22,0.25,14,3.5,,3/18/22,0.432,0.478,0.655,86,108,110,58.01,2.78,4/4/22,0.27,4/7/22,0.097122302,2.75,2.2,4/18/22,2911,3378,58.4,5/20/22,2021,2024,13.4,39.71,39.7
165_26_38,165,165_26,F3,y,y,14,2/23/22,0.36,14,5,,3/24/22,0.404,0.439,0.51,80,86,84,62.24,2.79,4/5/22,0.26,4/8/22,0.093189964,3.18,1.99,4/27/22,3156,3375,45.6,5/20/22,2056,2041,12.6,39.36,39.02
165_26_39,165,165_26,F3,y,y,14,2/16/22,0.36,14,5,,3/18/22,0.397,0.442,0.621,46,90,98,51.35,2.3,4/4/22,0.23,4/7/22,0.1,3.29,2.29,4/18/22,3777,3719,59.3,5/20/22,2038,2032,13.8,38.88,38.9
165_26_40,165,165_26,F3,y,y,14,2/16/22,0.39,14,5.4,,3/18/22,0.416,0.47,0.598,78,96,114,74.11,3.34,4/4/22,0.35,4/7/22,0.104790419,2.92,2.06,4/18/22,2604,2641,65.4,5/9/22,2060,2061,11,40.07,38.72
165_26_41,165,165_26,F3,y,y,14,3/2/22,0.49,14,6.8,,4/8/22,0.428,0.512,0.57,84,106,100,53.93,2.2,4/5/22,0.19,4/19/22,0.086363636,3,1.87,5/2/22,3064,3139,43.7,5/20/22,2042,2042,16.5,38.17,36.65
165_26_42,165,165_26,F3,y,y,14,2/16/22,0.27,14,3.8,,3/18/22,0.44,0.489,0.573,94,104,130,47.14,2.09,4/4/22,0.27,4/7/22,0.129186603,3.04,2.34,4/18/22,2910,3121,71.2,5/16/22,2037,2030,18.7,40.08,39.42
165_26_55,165,165_26,F3,y,y,17,2/23/22,0.19,14,2.7,,4/1/22,0.39,0.438,0.525,42,54,102,38.71,1.5,4/5/22,0.18,4/8/22,0.12,3.29,2.54,4/27/22,3701,3598,53.4,6/3/22,2001,2005,8.3,40.6,40.81
165_26_56,165,165_26,F3,y,y,17,2/23/22,0.24,14,3.4,,4/1/22,0.428,0.497,0.583,74,102,98,26.23,1.14,4/5/22,0.13,4/8/22,0.114035088,2.72,1.84,4/27/22,2988,3061,58.1,5/20/22,2070,2030,14.9,39.26,38.67
165_26_58,165,165_26,F3,y,y,17,2/23/22,0.08,14,1.1,,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,#DIV/0!,2.72,2.26,4/27/22,3429,2652,48.3,5/27/22,2048,2025,17.4,40.38,39.94
165_26_69,165,165_26,F3,y,y,19,3/2/22,0.29,14,4,,4/8/22,0.498,0.554,0.682,94,152,190,95.3,4.44,4/5/22,0.44,4/19/22,0.099099099,2.1,1.87,5/2/22,3036,3148,48.3,5/20/22,2038,2052,31.6,37.14,36.09
165_26_70,165,165_26,F3,y,y,19,2/23/22,0.21,14,2.9,,4/1/22,0.419,0.516,0.622,86,88,142,56.07,2.56,4/5/22,0.27,4/8/22,0.10546875,2.76,2.11,4/27/22,2711,2658,62.6,5/16/22,2015,2015,17.1,39.62,38.58
165_26_72,165,165_26,F3,y,y,19,2/23/22,0.21,14,3,,4/1/22,0.368,0.434,0.631,60,82,124,37.89,1.44,4/5/22,0.14,4/8/22,0.097222222,NA,2.32,4/27/22,2922,2999,58.7,5/27/22,2013,2014,12.7,NA,38.6
165_26_73,165,165_26,F3,y,y,19,3/2/22,0.37,14,5.2,,4/8/22,0.416,0.485,0.583,92,96,130,49.63,2.21,4/5/22,0.27,4/19/22,0.122171946,2.72,1.96,5/2/22,3099,3108,58.2,6/3/22,2011,2021,3.9,38.63,36.77
165_26_87,165,165_26,F3,y,y,21,2/23/22,0.29,14,4.1,,4/1/22,0.406,0.454,0.619,40,78,80,43.21,1.73,4/5/22,0.17,4/8/22,0.098265896,3.32,2.28,4/27/22,3260,3166,49.4,5/20/22,2034,2024,9.3,40.14,38.89
165_26_88,165,165_26,F3,y,y,21,3/2/22,0.25,14,3.5,,4/8/22,0.418,0.48,0.542,78,110,134,54.83,2.28,4/5/22,0.23,4/19/22,0.100877193,2.98,1.94,5/2/22,3337,3430,64.7,6/6/22,2015,2015,5,41.42,39.24
165_26_93,165,165_26,F3,y,y,26,3/2/22,0.41,14,5.7,,4/8/22,0.444,0.531,0.665,146,164,178,76.09,3.44,4/5/22,0.42,4/19/22,0.122093023,2.71,1.61,5/2/22,3153,3107,53.6,5/30/22,2015,2038,5.4,39.15,35.66
165_26_95,165,165_26,F3,y,y,31,3/23/22,0.39,21,8.1,,4/29/22,0.422,0.465,0.536,92,128,142,32.13,1.18,5/8/22,0.13,5/12/22,0.110169492,2.85,1.64,5/23/22,3271,3388,54.6,6/20/22,2021,2027,21.7,40.57,39.15
165_26_96,165,165_26,F3,y,y,31,3/16/22,0.32,21,6.8,,4/22/22,0.398,0.455,0.578,104,108,174,106.55,4.91,5/8/22,0.69,5/12/22,0.140529532,2.47,2.47,5/16/22,3094,3159,54.1,6/13/22,2010,2023,18.7,41.01,40.82
165_26B_100,165,165_26,F3,y,y,27,3/16/22,0.43,21,9,,4/22/22,0.44,0.501,0.609,80,132,128,32.03,1.17,5/8/22,0.16,5/12/22,0.136752137,2.45,1.94,5/16/22,3274,3438,51.6,6/13/22,2011,2013,29.3,40.76,40.25
165_26B_11,165,165_26,F3,y,y,6,3/2/22,0.52,14,7.3,,4/8/22,0.429,0.542,0.644,118,182,198,49.47,2.29,4/5/22,0.21,4/19/22,0.091703057,2.69,2.04,5/2/22,2757,2741,57.7,5/20/22,2023,2021,19.7,37.29,35.56
165_26B_12,165,165_26,F3,y,y,6,2/23/22,0.07,14,1,,4/1/22,0.484,0.552,0.655,62,116,172,25.26,1.22,4/5/22,0.12,4/8/22,0.098360656,3.22,2.75,4/27/22,3012,2807,64.8,5/16/22,2033,2047,42.7,41.18,40.32
165_26B_14,165,165_26,F3,y,y,8,2/16/22,0.3,14,4.2,,3/18/22,0.396,0.436,0.547,86,68,124,54.26,2.56,4/4/22,0.28,4/7/22,0.109375,3.29,2.39,4/18/22,2817,2807,48.7,5/13/22,2023,2023,16.4,39.6,39.52
165_26B_15,165,165_26,F3,y,y,8,2/16/22,0.48,14,6.7,,3/18/22,0.409,0.457,0.569,80,94,122,69.33,2.98,4/4/22,0.31,4/7/22,0.104026846,3.39,3.07,4/18/22,3476,3418,65.7,5/13/22,2088,2077,24.9,41.1,40
165_26B_168,165,165_26,F3,y,y,50,4/18/22,0.3,33,9.9,,5/20/22,0.407,0.487,0.609,80,172,194,81.67,3.89,5/19/22,0.44,5/15/22,0.11311054,2.8,2.24,6/13/22,3026,3028,62.7,7/8/22,2072,2044,26.4,38.05,37.6
165_26B_183,165,165_26,F3,y,y,55,4/18/22,0.42,33,13.9,,5/20/22,0.424,0.505,0.637,100,178,140,24.64,1,5/19/22,0.11,5/15/22,0.11,3.08,2.66,6/13/22,2425,2469,62,7/4/22,2023,2032,25.5,37.85,37.47
165_26B_19,165,165_26,F3,y,y,8,2/23/22,0.26,14,3.6,,3/24/22,0.396,0.485,0.632,66,64,76,45.14,1.78,4/5/22,0.22,4/8/22,0.123595506,3.25,2.39,4/27/22,2749,2908,61.3,5/20/22,2019,2019,29.4,41.39,40.77
165_26B_191,165,165_26,F3,y,y,59,4/25/22,0.67,26,17.5,,6/3/22,0.425,0.492,0.613,66,122,180,67.48,3.01,5/19/22,0.31,5/15/22,0.102990033,4.08,2.93,6/20/22,2749,2856,72.5,7/22/22,2013,2015,21.5,NA,38.99
165_26B_193,165,165_26,F3,y,y,64,5/2/22,0.35,26,9,,6/10/22,0.441,0.517,0.642,82,114,142,35.16,1.4,6/24/22,0.14,6/29/22,0.1,3.57,2.55,6/27/22,2914,2966,69.3,7/25/22,2017,2000,49.3,38.62,39.22
165_26B_207,165,165_26,F3,y,y,90,5/16/22,0.34,26,8.8,,6/17/22,0.379,0.458,0.577,86,98,104,26.81,0.99,6/11/22,0.13,7/15/22,0.131313131,3.63,2.67,7/11/22,2483,2548,58.4,8/1/22,2016,2009,44.7,38.45,38.44
165_26B_208,165,165_26,F3,y,y,90,5/16/22,0.37,26,9.5,,6/29/22,0.39,0.474,0.652,104,132,138,76.98,3.49,6/11/22,0.43,7/15/22,0.123209169,2.85,1.79,7/11/22,2885,2239,54.2,8/1/22,2011,2003,19.2,38.25,37.03
165_26B_211,165,165_26,F3,y,y,94,5/23/22,0.52,26,13.5,,7/10/22,0.439,0.511,0.649,110,148,258,58.96,2.66,7/16/22,0.34,7/21/22,0.127819549,3.16,1.72,7/18/22,2658,2741,58.1,8/5/22,2049,2027,19.5,37.64,35.85
165_26B_212,165,165_26,F3,y,y,94,5/30/22,0.45,26,11.6,,7/14/22,0.413,0.487,0.608,60,128,136,57.03,2.6,7/16/22,0.23,7/21/22,0.088461538,3.38,2.51,7/25/22,3917,4123,60.1,8/26/22,2008,2015,41.4,39.47,NA
165_26B_215,165,165_26,F3,y,y,97,6/13/22,0.87,26,22.5,,8/7/22,0.391,0.44,0.554,76,138,156,41.22,1.85,8/5/22,0.2,8/10/22,0.108108108,3.376,1.16,8/8/22,3494,3454,58.1,9/1/22,2018,2018,15.4,38.309,38.19
165_26B_222,165,165_26,F3,y,y,125,7/11/22,0.77,26,19.9,,9/5/22,0.372,0.438,0.571,60,122,96,36.28,1.57,9/4/22,0.13,9/9/22,0.082802548,3.81,2.59,9/5/22,3430,2869,57.7,3/17/23,2011,2003,18.2,37.27,37.02
